Date,Adj Close,Rtn,Scaled rtns,,Mean,-4.84162E-05,,,Count,4976
2013/5/1,1.55376,0.002796518,0.471520075,,,,,,,
2013/5/2,1.557196,0.00221141,0.374544136,,,,,,,
2013/5/3,1.553712,-0.002237355,-0.362795243,,,,,,,
2013/5/6,1.557875,0.00267939,0.452107261,,,,,,,
2013/5/7,1.55376,-0.002641419,-0.429764875,,,,,,,
2013/5/8,1.547988,-0.003714859,-0.607677234,,,,,,,
2013/5/9,1.554291,0.004071737,0.68287525,,,,,,,
2013/5/10,1.544592,-0.006240144,-1.02621858,,,,,,,
2013/5/13,1.534189,-0.006735112,-1.108254654,,,,,,,
2013/5/14,1.530901,-0.002143152,-0.347182017,,,,,,,
2013/5/15,1.522719,-0.005344565,-0.877785061,,,,,,,
2013/5/16,1.523995,0.000837975,0.146910661,,,,,,,
2013/5/17,1.527697,0.002429142,0.410631107,,,,,,,
2013/5/20,1.518119,-0.006269568,-1.03109526,,,,,,,
2013/5/21,1.526228,0.005341479,0.893322532,,,,,,,
2013/5/22,1.516001,-0.006700834,-1.10257337,,,,,,,
2013/5/23,1.503511,-0.008238781,-1.357473125,,,,,,,
2013/5/24,1.509502,0.003984673,0.668445276,,,,,,,
2013/5/27,1.513111,0.002390855,0.404285394,,,,,,,
2013/5/28,1.510894,-0.001465193,-0.234816982,,,,,,,
2013/5/29,1.502607,-0.005484832,-0.901032965,,,,,,,
2013/5/30,1.513134,0.007005824,1.169171561,,,,,,,
2013/5/31,1.522905,0.006457458,1.078285342,,,,,,,
2013/6/3,1.520913,-0.001308026,-0.208768117,,,,,,,
2013/6/4,1.532144,0.00738438,1.2319136,,,,,,,
2013/6/5,1.530386,-0.001147412,-0.182147794,,,,,,,
2013/6/6,1.540334,0.006500321,1.085389357,,,,,,,
2013/6/7,1.560257,0.012934208,2.151743424,,,,,,,
2013/6/10,1.553109,-0.004581297,-0.751280741,,,,,,,
2013/6/11,1.553109,0,0.008024519,,,,,,,
2013/6/12,1.553109,0,0.008024519,,,,,,,
2013/6/13,1.568135,0.009674788,1.611526323,,,,,,,
2013/6/14,1.571388,0.002074439,0.351842527,,,,,,,
2013/6/17,1.572302,0.000581651,0.104427568,,,,,,,
2013/6/18,1.571783,-0.000330089,-0.046684559,,,,,,,
2013/6/19,1.563697,-0.005144476,-0.844622257,,,,,,,
2013/6/20,1.548251,-0.009877873,-1.629136638,,,,,,,
2013/6/21,1.551711,0.00223478,0.378417489,,,,,,,
2013/6/24,1.538911,-0.008248959,-1.35916001,,,,,,,
2013/6/25,1.544735,0.003784494,0.635267583,,,,,,,
2013/6/26,1.541687,-0.001973154,-0.319006524,,,,,,,
2013/6/27,1.532591,-0.00590003,-0.96984801,,,,,,,
2013/6/28,1.525832,-0.004410179,-0.722919606,,,,,,,
2013/7/1,1.520473,-0.003512182,-0.574085458,,,,,,,
2013/7/2,1.521653,0.000776074,0.13665127,,,,,,,
2013/7/3,1.515289,-0.004182294,-0.685149935,,,,,,,
2013/7/4,1.52744,0.008018932,1.33708442,,,,,,,
2013/7/5,1.503895,-0.015414681,-2.546808614,,,,,,,
2013/7/8,1.48794,-0.010609118,-1.750333465,,,,,,,
2013/7/9,1.495372,0.004994825,0.835868102,,,,,,,
2013/7/10,1.486149,-0.006167696,-1.014211004,,,,,,,
2013/7/11,1.518003,0.021433921,3.560488039,,,,,,,
2013/7/12,1.517865,-9.09089E-05,-0.007042747,,,,,,,
2013/7/15,1.510369,-0.004938516,-0.810486321,,,,,,,
2013/7/16,1.510004,-0.000241663,-0.032028735,,,,,,,
2013/7/17,1.513844,0.00254304,0.429508557,,,,,,,
2013/7/18,1.520982,0.004715149,0.789514518,,,,,,,
2013/7/19,1.522209,0.000806716,0.14172978,,,,,,,
2013/7/22,1.528491,0.004126897,0.69201751,,,,,,,
2013/7/23,1.536523,0.005254856,0.878965686,,,,,,,
2013/7/24,1.537492,0.000630645,0.112547724,,,,,,,
2013/7/25,1.530854,-0.004317421,-0.707545915,,,,,,,
2013/7/26,1.538177,0.004783604,0.800860344,,,,,,,
2013/7/29,1.539243,0.000693028,0.122887187,,,,,,,
2013/7/30,1.534166,-0.003298375,-0.538648929,,,,,,,
2013/7/31,1.524204,-0.00649343,-1.06819828,,,,,,,
2013/8/1,1.517497,-0.00440033,-0.721287236,,,,,,,
2013/8/2,1.512036,-0.003598689,-0.588423142,,,,,,,
2013/8/5,1.528725,0.011037436,1.837371922,,,,,,,
2013/8/6,1.535391,0.004360496,0.730734323,,,,,,,
2013/8/7,1.534495,-0.000583565,-0.088695644,,,,,,,
2013/8/8,1.549691,0.009902932,1.649339041,,,,,,,
2013/8/9,1.553591,0.002516631,0.425131541,,,,,,,
2013/8/12,1.551398,-0.001411568,-0.225929192,,,,,,,
2013/8/13,1.54581,-0.003601913,-0.588957396,,,,,,,
2013/8/14,1.54507,-0.000478713,-0.071317566,,,,,,,
2013/8/15,1.551614,0.004235407,0.710001927,,,,,,,
2013/8/16,1.564211,0.008118643,1.353610472,,,,,,,
2013/8/19,1.5625,-0.001093842,-0.173269166,,,,,,,
2013/8/20,1.564896,0.00153344,0.262177257,,,,,,,
2013/8/21,1.566392,0.000955974,0.166467907,,,,,,,
2013/8/22,1.56167,-0.003014571,-0.49161126,,,,,,,
2013/8/23,1.559722,-0.001247383,-0.198716993,,,,,,,
2013/8/26,1.558094,-0.001043776,-0.16497114,,,,,,,
2013/8/27,1.558482,0.000249022,0.049297523,,,,,,,
2013/8/28,1.554799,-0.002363197,-0.383652357,,,,,,,
2013/8/29,1.552747,-0.001319785,-0.210716942,,,,,,,
2013/8/30,1.550652,-0.001349222,-0.215595836,,,,,,,
2013/9/2,1.551903,0.000806757,0.1417367,,,,,,,
2013/9/3,1.554702,0.001803592,0.306952336,,,,,,,
2013/9/4,1.556372,0.001074161,0.186056211,,,,,,,
2013/9/5,1.562207,0.003749104,0.629401923,,,,,,,
2013/9/6,1.558992,-0.002057986,-0.333066592,,,,,,,
2013/9/9,1.563599,0.002955115,0.497805967,,,,,,,
2013/9/10,1.56976,0.003940269,0.661085641,,,,,,,
2013/9/11,1.573292,0.002250025,0.380944318,,,,,,,
2013/9/12,1.582604,0.0059188,0.989007873,,,,,,,
2013/9/13,1.580453,-0.001359152,-0.217241744,,,,,,,
2013/9/16,1.593626,0.008334952,1.389461607,,,,,,,
2013/9/17,1.590306,-0.002083299,-0.337262047,,,,,,,
2013/9/18,1.590508,0.00012702,0.029076777,,,,,,,
2013/9/19,1.61332,0.014342587,2.385168623,,,,,,,
2013/9/20,1.603798,-0.005902115,-0.970193513,,,,,,,
2013/9/23,1.601691,-0.001313756,-0.209717814,,,,,,,
2013/9/24,1.604158,0.001540247,0.263305476,,,,,,,
2013/9/25,1.599591,-0.002846976,-0.463834081,,,,,,,
2013/9/26,1.607381,0.004869995,0.815178719,,,,,,,
2013/9/27,1.603746,-0.002261443,-0.366787569,,,,,,,
2013/9/30,1.616893,0.008197682,1.36671046,,,,,,,
2013/10/1,1.618699,0.001116957,0.193149263,,,,,,,
2013/10/2,1.619223,0.000323717,0.061677419,,,,,,,
2013/10/3,1.623561,0.002679063,0.452053062,,,,,,,
2013/10/4,1.615692,-0.004846754,-0.795277649,,,,,,,
2013/10/7,1.603592,-0.007489051,-1.23321273,,,,,,,
2013/10/9,1.612097,0.005303718,0.887064123,,,,,,,
2013/10/10,1.595507,-0.010290944,-1.697599176,,,,,,,
2013/10/11,1.598006,0.001566273,0.267619055,,,,,,,
2013/10/14,1.597112,-0.000559447,-0.084698404,,,,,,,
2013/10/15,1.597189,4.8212E-05,0.016015192,,,,,,,
2013/10/16,1.598466,0.00079953,0.140538772,,,,,,,
2013/10/17,1.594388,-0.002551196,-0.414811351,,,,,,,
2013/10/18,1.614935,0.012887076,2.143931862,,,,,,,
2013/10/21,1.617207,0.001406868,0.241199143,,,,,,,
2013/10/22,1.613528,-0.00227491,-0.369019607,,,,,,,
2013/10/23,1.623271,0.006038321,1.008817386,,,,,,,
2013/10/24,1.616371,-0.004250677,-0.696483702,,,,,,,
2013/10/25,1.620089,0.002300214,0.389262658,,,,,,,
2013/10/28,1.61739,-0.001665958,-0.268091762,,,,,,,
2013/10/29,1.614179,-0.001985297,-0.321019163,,,,,,,
2013/10/30,1.604827,-0.005793657,-0.952217729,,,,,,,
2013/10/31,1.602615,-0.001378342,-0.220422189,,,,,,,
2013/11/1,1.604467,0.001155611,0.199555832,,,,,,,
2013/11/4,1.592382,-0.007532096,-1.240347053,,,,,,,
2013/11/5,1.59724,0.003050776,0.513660832,,,,,,,
2013/11/6,1.604802,0.004734417,0.792707982,,,,,,,
2013/11/7,1.608545,0.002332375,0.394592942,,,,,,,
2013/11/8,1.608881,0.000208884,0.042645078,,,,,,,
2013/11/11,1.600487,-0.005217291,-0.856690588,,,,,,,
2013/11/12,1.598696,-0.001119034,-0.177444527,,,,,,,
2013/11/13,1.589092,-0.006007396,-0.987642835,,,,,,,
2013/11/14,1.604905,0.009950966,1.657300121,,,,,,,
2013/11/15,1.605807,0.000562027,0.101175024,,,,,,,
2013/11/18,1.611396,0.003480493,0.584882317,,,,,,,
2013/11/19,1.611526,8.06754E-05,0.021395679,,,,,,,
2013/11/20,1.613892,0.001468174,0.251359995,,,,,,,
2013/11/21,1.610021,-0.00239855,-0.389511704,,,,,,,
2013/11/22,1.618699,0.005389992,0.90136314,,,,,,,
2013/11/25,1.623113,0.002726881,0.45997852,,,,,,,
2013/11/26,1.61671,-0.003944889,-0.645802329,,,,,,,
2013/11/27,1.620982,0.002642403,0.445977135,,,,,,,
2013/11/28,1.628293,0.004510229,0.755551025,,,,,,,
2013/11/29,1.634094,0.003562627,0.598495168,,,,,,,
2013/12/2,1.637787,0.002259968,0.382592179,,,,,,,
2013/12/3,1.635992,-0.001095991,-0.173625328,,,,,,,
2013/12/4,1.638888,0.00177018,0.301414573,,,,,,,
2013/12/5,1.637814,-0.000655322,-0.100588781,,,,,,,
2013/12/6,1.6334,-0.002695056,-0.438654706,,,,,,,
2013/12/9,1.632893,-0.000310395,-0.043420509,,,,,,,
2013/12/10,1.642522,0.005896896,0.98537755,,,,,,,
2013/12/11,1.645576,0.001859336,0.316191315,,,,,,,
2013/12/12,1.637626,-0.004831135,-0.79268905,,,,,,,
2013/12/13,1.633987,-0.002222119,-0.360270067,,,,,,,
2013/12/16,1.630497,-0.00213588,-0.345976762,,,,,,,
2013/12/17,1.629965,-0.000326281,-0.046053357,,,,,,,
2013/12/18,1.62779,-0.001334384,-0.213136706,,,,,,,
2013/12/19,1.6387,0.006702339,1.118871859,,,,,,,
2013/12/20,1.636474,-0.001358394,-0.217116024,,,,,,,
2013/12/23,1.63316,-0.002025086,-0.327613693,,,,,,,
2013/12/24,1.635029,0.001144407,0.197698855,,,,,,,
2013/12/25,1.63709,0.001260528,0.216944769,,,,,,,
2013/12/26,1.635403,-0.001030487,-0.162768663,,,,,,,
2013/12/27,1.641632,0.003808847,0.639303815,,,,,,,
2013/12/30,1.648234,0.004021608,0.674566819,,,,,,,
2013/12/31,1.649512,0.000775375,0.136535427,,,,,,,
2014/1/1,1.656397,0.004173962,0.699818008,,,,,,,
2014/1/2,1.658072,0.001011231,0.175626205,,,,,,,
2014/1/3,1.644791,-0.008009905,-1.319539264,,,,,,,
2014/1/6,1.641309,-0.002116986,-0.34284533,,,,,,,
2014/1/7,1.641794,0.000295496,0.057000077,,,,,,,
2014/1/8,1.640016,-0.001082962,-0.171465828,,,,,,,
2014/1/9,1.64471,0.002862167,0.482400843,,,,,,,
2014/1/10,1.647908,0.001944416,0.33029248,,,,,,,
2014/1/13,1.64943,0.000923595,0.161101432,,,,,,,
2014/1/14,1.638995,-0.006326428,-1.040519262,,,,,,,
2014/1/15,1.643412,0.002694944,0.454685253,,,,,,,
2014/1/16,1.636179,-0.004401209,-0.721433018,,,,,,,
2014/1/17,1.635296,-0.000539672,-0.081420857,,,,,,,
2014/1/20,1.641794,0.003973593,0.666608765,,,,,,,
2014/1/21,1.642414,0.000377636,0.070613954,,,,,,,
2014/1/22,1.647528,0.003113709,0.524091521,,,,,,,
2014/1/23,1.656205,0.005266678,0.880925131,,,,,,,
2014/1/24,1.663478,0.004391365,0.735850411,,,,,,,
2014/1/27,1.649049,-0.008673995,-1.429605645,,,,,,,
2014/1/28,1.657495,0.00512174,0.856902994,,,,,,,
2014/1/29,1.657001,-0.00029804,-0.041372725,,,,,,,
2014/1/30,1.655903,-0.000662643,-0.101802089,,,,,,,
2014/1/31,1.649838,-0.003662654,-0.599024717,,,,,,,
2014/2/3,1.643791,-0.003665208,-0.599448049,,,,,,,
2014/2/4,1.630896,-0.007844671,-1.2921533,,,,,,,
2014/2/5,1.633053,0.001322586,0.227230239,,,,,,,
2014/2/6,1.632706,-0.000212485,-0.027192873,,,,,,,
2014/2/7,1.6322,-0.000309915,-0.043340864,,,,,,,
2014/2/10,1.641039,0.00541539,0.905572688,,,,,,,
2014/2/11,1.640877,-9.87179E-05,-0.008337018,,,,,,,
2014/2/12,1.644872,0.002434674,0.411547953,,,,,,,
2014/2/13,1.660992,0.009800155,1.63230466,,,,,,,
2014/2/14,1.665723,0.002848298,0.480102139,,,,,,,
2014/2/17,1.676137,0.00625194,1.044222629,,,,,,,
2014/2/18,1.671989,-0.002474738,-0.402139197,,,,,,,
2014/2/19,1.668613,-0.002019152,-0.326630256,,,,,,,
2014/2/20,1.667584,-0.00061668,-0.094184155,,,,,,,
2014/2/21,1.666167,-0.000849732,-0.13281033,,,,,,,
2014/2/24,1.66334,-0.001696709,-0.27318841,,,,,,,
2014/2/25,1.665695,0.001415826,0.242683881,,,,,,,
2014/2/26,1.667723,0.00121751,0.209814906,,,,,,,
2014/2/27,1.666833,-0.000533662,-0.080424718,,,,,,,
2014/2/28,1.669198,0.001418858,0.243186473,,,,,,,
2014/3/3,1.672912,0.002225021,0.376800009,,,,,,,
2014/3/4,1.666833,-0.003633783,-0.594239685,,,,,,,
2014/3/5,1.666694,-8.33917E-05,-0.005796838,,,,,,,
2014/3/6,1.671905,0.003126549,0.526219505,,,,,,,
2014/3/7,1.674173,0.001356536,0.23285721,,,,,,,
2014/3/10,1.673108,-0.000636135,-0.097408654,,,,,,,
2014/3/11,1.664004,-0.00544137,-0.893829568,,,,,,,
2014/3/12,1.662068,-0.001163459,-0.18480743,,,,,,,
2014/3/13,1.662124,3.3693E-05,0.0136088,,,,,,,
2014/3/14,1.662511,0.000232835,0.046614588,,,,,,,
2014/3/17,1.664253,0.001047813,0.18168925,,,,,,,
2014/3/18,1.663921,-0.000199489,-0.025038822,,,,,,,
2014/3/19,1.659806,-0.002473074,-0.401863421,,,,,,,
2014/3/20,1.653904,-0.003555837,-0.581320856,,,,,,,
2014/3/21,1.650873,-0.001832634,-0.295716638,,,,,,,
2014/3/24,1.649022,-0.001121225,-0.177807591,,,,,,,
2014/3/25,1.649838,0.000494839,0.090039222,,,,,,,
2014/3/26,1.653302,0.0020996,0.356012774,,,,,,,
2014/3/27,1.657687,0.002652268,0.447612097,,,,,,,
2014/3/28,1.660799,0.001877315,0.319171121,,,,,,,
2014/3/31,1.664392,0.002163417,0.366589728,,,,,,,
2014/4/1,1.666639,0.001350043,0.231780915,,,,,,,
2014/4/2,1.663312,-0.001996233,-0.322831671,,,,,,,
2014/4/3,1.662732,-0.000348702,-0.049769417,,,,,,,
2014/4/4,1.659889,-0.001709837,-0.275364233,,,,,,,
2014/4/7,1.657907,-0.001194056,-0.189878585,,,,,,,
2014/4/8,1.661047,0.001893954,0.32192898,,,,,,,
2014/4/9,1.675014,0.008408552,1.401660071,,,,,,,
2014/4/10,1.679995,0.002973706,0.500887393,,,,,,,
2014/4/11,1.67774,-0.001342266,-0.214442974,,,,,,,
2014/4/14,1.672968,-0.002844302,-0.463390897,,,,,,,
2014/4/15,1.672912,-3.34734E-05,0.002476622,,,,,,,
2014/4/16,1.672548,-0.000217585,-0.028038019,,,,,,,
2014/4/17,1.680588,0.004807037,0.804744049,,,,,,,
2014/4/18,1.678669,-0.001141862,-0.181228022,,,,,,,
2014/4/21,1.679177,0.000302621,0.058180953,,,,,,,
2014/4/22,1.679289,6.66993E-05,0.019079285,,,,,,,
2014/4/23,1.68268,0.002019307,0.342704975,,,,,,,
2014/4/24,1.6785,-0.002484132,-0.403696229,,,,,,,
2014/4/25,1.680955,0.001462615,0.250438775,,,,,,,
2014/4/28,1.680559,-0.00023558,-0.031020631,,,,,,,
2014/4/29,1.681011,0.000268958,0.052601708,,,,,,,
2014/4/30,1.682425,0.00084116,0.147438671,,,,,,,
2014/5/1,1.68765,0.003105636,0.522753459,,,,,,,
2014/5/2,1.689532,0.00111516,0.192851445,,,,,,,
2014/5/5,1.687906,-0.000962397,-0.151483354,,,,,,,
2014/5/6,1.686995,-0.000539722,-0.081429143,,,,,,,
2014/5/7,1.697678,0.006332562,1.057584923,,,,,,,
2014/5/8,1.695548,-0.001254655,-0.199922302,,,,,,,
2014/5/9,1.693537,-0.001186047,-0.188551251,,,,,,,
2014/5/12,1.686028,-0.004433916,-0.726853774,,,,,,,
2014/5/13,1.687365,0.000792988,0.139454556,,,,,,,
2014/5/14,1.683417,-0.002339743,-0.37976504,,,,,,,
2014/5/15,1.677008,-0.003807138,-0.622971425,,,,,,,
2014/5/16,1.679543,0.001511621,0.25856092,,,,,,,
2014/5/19,1.682425,0.001715943,0.292425346,,,,,,,
2014/5/20,1.68169,-0.000436869,-0.064382327,,,,,,,
2014/5/21,1.683728,0.001211876,0.208881182,,,,,,,
2014/5/22,1.689703,0.003548673,0.596182481,,,,,,,
2014/5/23,1.686739,-0.001754154,-0.282709484,,,,,,,
2014/5/26,1.683417,-0.001969481,-0.318397725,,,,,,,
2014/5/27,1.684381,0.000572645,0.102934816,,,,,,,
2014/5/28,1.681209,-0.001883184,-0.304094942,,,,,,,
2014/5/29,1.671598,-0.005716719,-0.939466006,,,,,,,
2014/5/30,1.672436,0.000501317,0.091112878,,,,,,,
2014/6/2,1.675659,0.001927129,0.327427381,,,,,,,
2014/6/3,1.674593,-0.000636168,-0.097414065,,,,,,,
2014/6/4,1.674117,-0.000284248,-0.039086845,,,,,,,
2014/6/5,1.674004,-6.74983E-05,-0.003162661,,,,,,,
2014/6/6,1.681011,0.004185773,0.701775533,,,,,,,
2014/6/9,1.680192,-0.000487207,-0.072725261,,,,,,,
2014/6/10,1.68039,0.000117844,0.02755596,,,,,,,
2014/6/11,1.675323,-0.003015371,-0.491743913,,,,,,,
2014/6/12,1.678979,0.002182266,0.369713803,,,,,,,
2014/6/13,1.695893,0.010073979,1.677688456,,,,,,,
2014/6/16,1.697793,0.001120354,0.193712229,,,,,,,
2014/6/17,1.69785,3.3573E-05,0.013588917,,,,,,,
2014/6/18,1.695979,-0.001101982,-0.174618246,,,,,,,
2014/6/19,1.699871,0.00229484,0.388371844,,,,,,,
2014/6/20,1.704013,0.002436655,0.411876423,,,,,,,
2014/6/23,1.702272,-0.001021706,-0.161313265,,,,,,,
2014/6/24,1.702533,0.000153324,0.033436561,,,,,,,
2014/6/25,1.698052,-0.002631961,-0.428197325,,,,,,,
2014/6/26,1.6986,0.000322723,0.06151267,,,,,,,
2014/6/27,1.702533,0.002315436,0.391785514,,,,,,,
2014/6/30,1.703403,0.000511003,0.092718339,,,,,,,
2014/7/1,1.710981,0.004448742,0.745360111,,,,,,,
2014/7/2,1.714854,0.002263614,0.38319643,,,,,,,
2014/7/3,1.71609,0.000720761,0.127483643,,,,,,,
2014/7/4,1.715266,-0.000480161,-0.071557537,,,,,,,
2014/7/7,1.715148,-6.8794E-05,-0.003377415,,,,,,,
2014/7/8,1.713444,-0.0009935,-0.156638469,,,,,,,
2014/7/9,1.714031,0.000342585,0.064804624,,,,,,,
2014/7/10,1.715855,0.001064158,0.184398358,,,,,,,
2014/7/11,1.713091,-0.001610859,-0.258959618,,,,,,,
2014/7/14,1.712299,-0.000462322,-0.06860088,,,,,,,
2014/7/15,1.708788,-0.00205046,-0.331819187,,,,,,,
2014/7/16,1.714384,0.003274836,0.550796631,,,,,,,
2014/7/17,1.713972,-0.00024032,-0.031806105,,,,,,,
2014/7/18,1.709519,-0.002598059,-0.422578407,,,,,,,
2014/7/21,1.70911,-0.000239249,-0.031628602,,,,,,,
2014/7/22,1.707359,-0.00102451,-0.161778002,,,,,,,
2014/7/23,1.706543,-0.000477931,-0.071187907,,,,,,,
2014/7/24,1.7041,-0.001431549,-0.229240785,,,,,,,
2014/7/25,1.699178,-0.002888328,-0.470687727,,,,,,,
2014/7/28,1.698197,-0.000577338,-0.087663626,,,,,,,
2014/7/29,1.698456,0.000152515,0.033302344,,,,,,,
2014/7/30,1.694743,-0.002186103,-0.354300775,,,,,,,
2014/7/31,1.691017,-0.002198563,-0.356365947,,,,,,,
2014/8/1,1.689161,-0.001097564,-0.173886079,,,,,,,
2014/8/4,1.682992,-0.003652109,-0.597276951,,,,,,,
2014/8/5,1.686767,0.002243029,0.379784733,,,,,,,
2014/8/6,1.687821,0.000624864,0.111589641,,,,,,,
2014/8/7,1.685488,-0.001382256,-0.221070874,,,,,,,
2014/8/8,1.682992,-0.001480877,-0.237416373,,,,,,,
2014/8/11,1.677711,-0.003137864,-0.512045862,,,,,,,
2014/8/12,1.678754,0.00062168,0.111061983,,,,,,,
2014/8/13,1.6807,0.001159193,0.200149475,,,,,,,
2014/8/14,1.668975,-0.00697626,-1.148222579,,,,,,,
2014/8/15,1.668669,-0.000183346,-0.022363304,,,,,,,
2014/8/18,1.672017,0.00200639,0.340564032,,,,,,,
2014/8/19,1.672353,0.000200955,0.041330835,,,,,,,
2014/8/20,1.662151,-0.006100387,-1.003055133,,,,,,,
2014/8/21,1.660027,-0.001277862,-0.203768695,,,,,,,
2014/8/22,1.65799,-0.001227088,-0.195353438,,,,,,,
2014/8/25,1.655191,-0.001688189,-0.271776309,,,,,,,
2014/8/26,1.657028,0.001109842,0.191969967,,,,,,,
2014/8/27,1.65478,-0.001356646,-0.216826295,,,,,,,
2014/8/28,1.657633,0.001724096,0.293776674,,,,,,,
2014/8/29,1.658953,0.000796316,0.140006169,,,,,,,
2014/9/1,1.659255,0.000182043,0.038196295,,,,,,,
2014/9/2,1.661599,0.001412682,0.242162828,,,,,,,
2014/9/3,1.646877,-0.00886014,-1.460457374,,,,,,,
2014/9/4,1.646199,-0.000411688,-0.060208805,,,,,,,
2014/9/5,1.629408,-0.01019986,-1.682502953,,,,,,,
2014/9/8,1.621245,-0.005009795,-0.82230018,,,,,,,
2014/9/9,1.609503,-0.007242582,-1.192362889,,,,,,,
2014/9/10,1.612461,0.001837834,0.312627665,,,,,,,
2014/9/11,1.620089,0.004730657,0.792084829,,,,,,,
2014/9/12,1.625197,0.003152913,0.53058916,,,,,,,
2014/9/15,1.625805,0.000374108,0.070029357,,,,,,,
2014/9/16,1.622902,-0.001785577,-0.287917468,,,,,,,
2014/9/17,1.626598,0.002277402,0.385481683,,,,,,,
2014/9/18,1.62681,0.000130333,0.029626006,,,,,,,
2014/9/19,1.643709,0.010387814,1.7297035,,,,,,,
2014/9/22,1.631987,-0.007131433,-1.173940949,,,,,,,
2014/9/23,1.637197,0.003192427,0.537138252,,,,,,,
2014/9/24,1.639371,0.001327879,0.228107574,,,,,,,
2014/9/25,1.632413,-0.004244311,-0.695428634,,,,,,,
2014/9/26,1.633133,0.000441065,0.081126721,,,,,,,
2014/9/29,1.623825,-0.005699475,-0.936607853,,,,,,,
2014/9/30,1.62422,0.000243253,0.048341303,,,,,,,
2014/10/1,1.621376,-0.001750994,-0.282185728,,,,,,,
2014/10/2,1.619223,-0.001327884,-0.212059391,,,,,,,
2014/10/3,1.616005,-0.001987373,-0.321363183,,,,,,,
2014/10/6,1.596398,-0.012133007,-2.002903166,,,,,,,
2014/10/7,1.60751,0.00696067,1.16168778,,,,,,,
2014/10/8,1.608907,0.000869046,0.152060412,,,,,,,
2014/10/9,1.616292,0.004590073,0.768784333,,,,,,,
2014/10/10,1.612279,-0.002482843,-0.403482588,,,,,,,
2014/10/13,1.609295,-0.001850796,-0.298726932,,,,,,,
2014/10/14,1.606684,-0.00162245,-0.260880689,,,,,,,
2014/10/15,1.589143,-0.010917517,-1.801447552,,,,,,,
2014/10/16,1.599207,0.006332973,1.057653114,,,,,,,
2014/10/17,1.609606,0.006502598,1.08576675,,,,,,,
2014/10/20,1.609218,-0.000241053,-0.03192763,,,,,,,
2014/10/21,1.615901,0.004152949,0.69633532,,,,,,,
2014/10/22,1.6115,-0.002723558,-0.44337867,,,,,,,
2014/10/23,1.604493,-0.004348123,-0.712634477,,,,,,,
2014/10/24,1.60295,-0.000961674,-0.151363658,,,,,,,
2014/10/27,1.609295,0.003958327,0.664078621,,,,,,,
2014/10/28,1.612487,0.001983477,0.336766544,,,,,,,
2014/10/29,1.614283,0.001113807,0.192627248,,,,,,,
2014/10/30,1.600563,-0.008499129,-1.40062335,,,,,,,
2014/10/31,1.600102,-0.000288024,-0.039712594,,,,,,,
2014/11/3,1.597368,-0.001708641,-0.275166089,,,,,,,
2014/11/4,1.597878,0.000319275,0.060941274,,,,,,,
2014/11/5,1.60064,0.001728542,0.294513592,,,,,,,
2014/11/6,1.596475,-0.002602084,-0.423245576,,,,,,,
2014/11/7,1.584133,-0.007730782,-1.273277246,,,,,,,
2014/11/10,1.588512,0.002764288,0.466178336,,,,,,,
2014/11/11,1.585339,-0.001997467,-0.323036141,,,,,,,
2014/11/12,1.59261,0.004586401,0.768175755,,,,,,,
2014/11/13,1.576889,-0.009871218,-1.628033625,,,,,,,
2014/11/14,1.570228,-0.00422414,-0.692085535,,,,,,,
2014/11/17,1.566637,-0.002286929,-0.371011683,,,,,,,
2014/11/18,1.564089,-0.001626414,-0.261537716,,,,,,,
2014/11/19,1.562866,-0.000781925,-0.121571899,,,,,,,
2014/11/20,1.567349,0.002868448,0.48344184,,,,,,,
2014/11/21,1.569489,0.001365363,0.234320097,,,,,,,
2014/11/24,1.564872,-0.002941722,-0.479537203,,,,,,,
2014/11/25,1.569711,0.003092266,0.520537426,,,,,,,
2014/11/26,1.572105,0.001525122,0.260798547,,,,,,,
2014/11/27,1.578906,0.004326047,0.725024643,,,,,,,
2014/11/28,1.572475,-0.004073073,-0.667047705,,,,,,,
2014/12/1,1.561207,-0.007165774,-1.179632646,,,,,,,
2014/12/2,1.57344,0.007835604,1.30669955,,,,,,,
2014/12/3,1.564651,-0.00558585,-0.917775707,,,,,,,
2014/12/4,1.569415,0.003044768,0.512665221,,,,,,,
2014/12/5,1.567865,-0.000987629,-0.155665388,,,,,,,
2014/12/8,1.556566,-0.007206615,-1.186401754,,,,,,,
2014/12/9,1.565166,0.005524983,0.923736542,,,,,,,
2014/12/10,1.5688,0.002321798,0.392839989,,,,,,,
2014/12/11,1.574704,0.003763386,0.631769082,,,,,,,
2014/12/12,1.572253,-0.001556483,-0.24994737,,,,,,,
2014/12/15,1.572797,0.000346,0.065370697,,,,,,,
2014/12/16,1.564529,-0.005256877,-0.86325158,,,,,,,
2014/12/17,1.57453,0.006392339,1.067492447,,,,,,,
2014/12/18,1.557341,-0.010916909,-1.801346694,,,,,,,
2014/12/19,1.567005,0.006205449,1.036517208,,,,,,,
2014/12/22,1.562964,-0.002578805,-0.419387246,,,,,,,
2014/12/23,1.557778,-0.003318055,-0.54191071,,,,,,,
2014/12/24,1.552217,-0.003569828,-0.583639737,,,,,,,
2014/12/25,1.556202,0.002567296,0.433528762,,,,,,,
2014/12/26,1.556202,0,0.008024519,,,,,,,
2014/12/29,1.555355,-0.000544274,-0.082183562,,,,,,,
2014/12/30,1.55159,-0.002420669,-0.393177819,,,,,,,
2014/12/31,1.556905,0.003425518,0.575770805,,,,,,,
